"BirthYear","DeathYear","Description"
"1942","1998","Brazilian footballer"
"1942","1995","Footballer"
"1942","2004","Argentine footballer and manager"
"1942","2007","Brazilian footballer"
"1942","2000","American football player"
"1942","2007","English footballer"
"1942","2014","Spanish footballer"
"1943","2006","Baseball player"
"1943","2000","footballer"
"1943","2006","American football player"
"1943","2010","Scottish footballer"
"1943","1988","Zambian footballer"
"1943","2012","English footballer"
"1943","2010","Former NFL player"
"1943","2014","Belgian footballer"
"1943","2009","footballer"
"1943","2008","English association footballer"
"1943","1970","American baseball player"
"1943","1968","English footballer and cricketer"
"1943","2011","American football player"
"1943","2007","American baseball player"
"1943","2001","American baseball player"
"1943","2013","footballer"
"1943","2013","American football player"
"1943","1977","American baseball player"
"1943","2008","Northern Irish footballer"
"1943","1969","Welsh footballer"
"1943","2009","Argentine footballer"
"1943","2009","American baseball player"
"1943","2006","Serbian footballer"
"1943","1993","Footballer"
"1943","1975","Spanish footballer"
"1943","1987","Footballer"
"1943","1996","Russian footballer Russian footballer and manager"
"1943","1999","Soviet footballer"
"1943","1994","Footballer"
"1943","2010","American football player"
"1943","2001","Cuban baseball player"
"1943","2005","Norwegian footballer"
"1943","2012","English footballer and manager"
"1943","2002","Professional footballer"
"1943","1989","American baseball player"
"1943","2008","Scottish football player"
"1943","2001","American baseball player"
"1943","2011","Canadian soccer player-coach"
"1943","2011","American football player"
"1946","1983","Footballer"
"1943","1990","Cuban baseball player"
"1943","2013","English footballer"
"1943","2003","Footballer"
"1943","2009","Footballer"
"1943","2007","Swedish footballers"
"1943","0018","American football player"
"1943","2002","Spanish footballer"
"1943","2010","Spanish footballer"
"1943","1996","German footballer"
"1943","2003","footballer"
"1943","2008","Baseball player"
"1943","1987","Norwegian footballer"
"1943","2010","Italian footballer"
"1943","2007","Player of American football"
"1943","2006","Footballer"
"1943","2011","Japanese football player and manager"
"1943","2011","Footballer"
"1943","2012","American baseball player"
"1943","2013","English professional footballer"
"1943","2013","American football player"
"1943","1971","Bulgarian footballer"
"1943","1967","Italian footballer"
"1943","2007","American baseball player and coach"
"1943","2008","Norwegian footballer and manager"
"1943","2009","American football player"
"1943","2009","Professional footballer"
"1943","2010","English footballer"
"1943","1998","English footballer"
"1943","1990","English footballer and manager"
"1943","2012","American baseball player"
"1943","2005","Baseball player"
"1943","2002","Bulgarian footballer"
"1943","1994","American football player"
"1943","2009","Russian footballer"
"1943","2012","Chinese footballer"
"1943","1996","American baseball player"
"1943","1996","American baseball player"
"1943","1986","Player of American football"
"1943","2010","American baseball player"
"1943","2013","Major League Baseball pitcher"
"1943","1991","American baseball player"
"1943","1975","American baseball player"
"1943","2012","American football player"
"1943","1998","Australian soccer player"
"1943","1994","Scottish footballer"
"1943","1997","Soviet footballer"
"1943","2009","Chilean footballer"
"1943","1987","Italian footballer"
"1943","2013","Iranian footballer"
"1943","2005","American baseball player"
"1943","2004","Uruguayan footballer"
"1943","2011","English footballer"
"1943","2013","American football player"
"1943","2005","Footballer"
"1943","1994","American baseball player"
"1943","1997","American football player"
"1943","1986","American football players"
"1943","1981","footballer"
"1943","2012","German football player and manager"
"1943","2008","German footballer"
"1943","2001","American baseball player"
"1943","2001","Baseball player"
"1943","2013","American football player"
"1943","1995","English footballer"
"1943","2004","Australian soccer player"
"1943","2013","Association football player"
"1943","2012","Association footballer"
"1943","1983","Welsh footballer"
"1943","2008","Peruvian footballer"
"1944","2010","German footballer and manager"
"1944","2004","Footballer"
"1944","2003","Irish hurler"
"1944","2008","Footballer"
"1944","2012","Footballer"
"1944","2013","Scottish footballer"
"1944","2012","American football player"
"1944","2002","American football player"
"1944","1997","Danish footballer"
"1944","2007","American baseball player"
"1944","1995","German footballer"
"1944","2009","Russian footballer"
"1944","1999","footballer"
"1944","2010","American football player"
"1944","2011","Player of American football"
"1944","1998","Russian footballer"
"1944","2008","Gaelic football player"
"1944","2013","American baseball player and coach"
"1944","2009","Scottish footballer"
"1944","2003","English footballer"
"1944","2009","English footballer"
"1944","2011","American football player"
"1944","2009","American baseball player"
"1944","1968","American football player"
"1944","1964","Australian alpine skier"
"1944","2013","English footballer"
"1944","2001","American football player"
"1944","1996","Polish footballer"
"1944","2010","Swiss ice hockey player"
"1944","2007","footballer"
"1944","2010","Brazilian association footballer"
"1944","2004","American baseball player"
"1944","2000","footballer"
"1944","2006","English footballer"
"1944","1988","American football defensive tackle"
"1944","2008","American baseball player"
"1944","1984","American football player"
"1944","2007","Croatian footballer"
"1944","1998","American baseball player"
"1944","2010","Major League Baseball player"
"1944","2000","Argentine footballer and manager"
"1944","1994","American baseball player"
"1944","1981","English footballer"
"1944","2006","American baseball player"
"1944","2002","Professional footballer"
"1944","2010","American football player"
"1944","2004","footballer"
"1944","2007","Mexican footballer"
"1944","2009","Norwegian footballer and manager"
"1944","2014","footballer"
"1944","2009","American football player"
"1944","2009","American baseball player"
"1944","2001","footballer"
"1944","2006","Danish footballer"
"1944","2005","American baseball player"
"1944","1998","Baseball player"
"1944","2007","English footballer and manager"
"1944","1993","Player of American football"
"1944","1990","Footballer"
"1944","2007","Footballer"
"1944","1997","English footballer"
"1944","2010","Scottish footballer"
"1944","2009","English footballer"
"1944","2009","Footballer"
"1944","2004","Scottish footballer"
"1944","1985","Footballer"
"1944","2012","Indonesian footballer"
"1944","1980","English association footballer"
"1944","1974","Northern Irish footballer"
"1944","1999","English footballer"
"1944","2009","American baseball player"
"1944","2000","English footballer and manager"
